exam_year,exam_wareki,question_no,type,category,tags,stem,preamble,statement_a,statement_b,statement_c,statement_d,choice_1,choice_2,choice_3,choice_4,choice_5,choice_6,choice_7,choice_8,correct,is_exempt,is_invalidated,note,explanation,explanation_summary,explanation_correct,explanation_choices,explanation_point,related_links
20132,平成25年度 第2回,21,multi,労働基準法関係,,貨物自動車運送事業の「自動車運転者の労働時間等の改善のための基準」（以下「改善基準」という。) の定めに関する次の記述のうち、正しいものを２つ選びなさい。ただし、１人乗務で、フェリーには乗船せず、また、隔日勤務には就いていない場合とする。,,,,,,使用者は、貨物自動車運送事業に従事する自動車運転者 ( 以下「トラック運転者」という。)の拘束時間は、１ヵ月について298時間を超えないものとすること。ただし労使協定があるときは、改善基準で定める範囲内において延長することができる。,使用者は、トラック運転者の１日 ( 始業時刻から起算して24時間をいう。以下同じ。）についての拘束時間は、13時間を超えないものとし、当該拘束時間を延長する場合であっても、最大拘束時間は、16時間とすること。この場合において、１日についての拘束時間が15時間を超える回数は、１週間について２回以内とすること。,使用者は、トラック運転者の運転時間は、２日（始業時刻から起算して48時間をいう。）を平均し１日当たり９時間、２週間を平均し１週間当たり40時間を超えないものとすること。,使用者は、トラック運転者の休息期間については、当該運転者の住所地における休息期間がそれ以外の場所における休息期間より長くなるように努めるものとする。,,,,,"2,4",FALSE,FALSE,,２．１日の拘束時間は原則13時間以内、延長しても16時間以内であり、15時間超は１週間２回以内とする必要があるため正しい。４．休日労働は２週間について１回を超えず、拘束時間等の限度内で行う必要があるため正しい。１と３は、運転時間や休息期間の基準についての記述が不正確である。,,,,,
20132,平成25年度 第2回,22,single,労働基準法関係,,下表は、貨物自動車運送事業に従事する自動車運転者の１年間の各月の拘束時間の例を示したものであるが、このうち、「自動車運転者の労働時間等の改善のための基準」に適合しているものを１つ選びなさい。ただし、「１ヵ月についての拘束時間の延長に関する労使協定」があるものとする。,,,,,,"４月 ５月 ６月 ７月 ８月 ９月 10月 11月 12月 １月 ２月 ３月 １年間拘束2932822993002852802912993053202803033,537時間時間時間時間時間時間時間時間時間時間時間時間時間時間","４月 ５月 ６月 ７月 ８月 ９月 10月 11月 12月 １月 ２月 ３月 １年間拘束3012822932992552722993013152992563103,482時間時間時間時間時間時間時間時間時間時間時間時間時間時間","４月 ５月 ６月 ７月 ８月 ９月 10月 11月 12月 １月 ２月 ３月 １年間拘束2803152992802753002902853003102753003,509時間時間時間時間時間時間時間時間時間時間時間時間時間時間","４月 ５月 ６月 ７月 ８月 ９月 10月 11月 12月 １月 ２月 ３月 １年間拘束2912732933102452722822943092992703223,460時間時間時間時間時間時間時間時間時間時間時間時間時間時間",,,,,3,FALSE,FALSE,,１ヵ月の拘束時間は原則293時間以内で、労使協定がある場合でも320時間まで延長できる月数は１年のうち６ヵ月までである。表の各月をこの基準に照らすと、選択肢３が違反のある組合せとして正しい。,１ヵ月の拘束時間は原則293時間以内で、労使協定がある場合でも320時間まで延長できる月数は１年のうち６ヵ月までである。表の各月をこの基準に照らすと、選択肢３が違反のある組合せとして正しい。,１ヵ月の拘束時間は原則293時間以内で、労使協定がある場合でも320時間まで延長できる月数は１年のうち６ヵ月までである。表の各月をこの基準に照らすと、選択肢３が違反のある組合せとして正しい。,1:（1）の内容は、正答（3）「４月 ５月 ６月 ７月 ８月 ９月 10月 11月 12月 １月 ２月 ３月 １年間拘束280315299280…」が示す論点とずれています。 解説の要点：１ヵ月の拘束時間は原則293時間以内で、労使協定がある場合でも320時間まで延長できる月数は１年のうち６ヵ月までである。表の各月をこの基準に照らすと、選択肢３が違反のある組合せとして正しい。 正答（3）との違いを確認し直してください。;2:（2）の内容は、正答（3）「４月 ５月 ６月 ７月 ８月 ９月 10月 11月 12月 １月 ２月 ３月 １年間拘束280315299280…」が示す論点とずれています。 解説の要点：１ヵ月の拘束時間は原則293時間以内で、労使協定がある場合でも320時間まで延長できる月数は１年のうち６ヵ月までである。表の各月をこの基準に照らすと、選択肢３が違反のある組合せとして正しい。 正答（3）との違いを確認し直してください。;4:（4）の内容は、正答（3）「４月 ５月 ６月 ７月 ８月 ９月 10月 11月 12月 １月 ２月 ３月 １年間拘束280315299280…」が示す論点とずれています。 解説の要点：１ヵ月の拘束時間は原則293時間以内で、労使協定がある場合でも320時間まで延長できる月数は１年のうち６ヵ月までである。表の各月をこの基準に照らすと、選択肢３が違反のある組合せとして正しい。 正答（3）との違いを確認し直してください。,,
20132,平成25年度 第2回,23,single,労働基準法関係,,下図は、貨物自動車運送事業に従事する自動車運転者の５日間の勤務状況の例を示したものであるが、「自動車運転者の労働時間等の改善のための基準」に基づく１日の拘束時間の次の組合せのうち、正しいものを１つ選びなさい。１日目 ０時 始業７時 終業19時24時拘束時間２日目 ０時始業８時 終業２０時24時拘束時間３日目 ０時 始業７時 終業18時 24時拘束時間４日目 ０時 始業６時終業18時24時拘束時間５日目 ０時 始業５時 終業18時24時拘束時間,,,,,,１日目：12時間 ２日目：13時間 ３日目：12時間 ４日目：13時間,１日目：12時間 ２日目：12時間 ３日目：11時間 ４日目：12時間,１日目：12時間 ２日目：12時間 ３日目：12時間 ４日目：13時間,１日目：12時間 ２日目：13時間 ３日目：11時間 ４日目：12時間,,,,,1,FALSE,FALSE,,１日の拘束時間は、始業時刻から起算した24時間で見る。勤務終了後には継続８時間以上の休息期間も必要である。設問の勤務状況では、選択肢１の判断が改善基準に照らして正しい。,１日の拘束時間は、始業時刻から起算した24時間で見る。勤務終了後には継続８時間以上の休息期間も必要である。設問の勤務状況では、選択肢１の判断が改善基準に照らして正しい。,１日の拘束時間は、始業時刻から起算した24時間で見る。勤務終了後には継続８時間以上の休息期間も必要である。設問の勤務状況では、選択肢１の判断が改善基準に照らして正しい。,2:（2）の内容は、正答（1）「１日目：12時間 ２日目：13時間 ３日目：12時間 ４日目：13時間」が示す論点とずれています。 解説の要点：１日の拘束時間は、始業時刻から起算した24時間で見る。勤務終了後には継続８時間以上の休息期間も必要である。設問の勤務状況では、選択肢１の判断が改善基準に照らして正しい。 正答（1）との違いを確認し直してください。;3:（3）の内容は、正答（1）「１日目：12時間 ２日目：13時間 ３日目：12時間 ４日目：13時間」が示す論点とずれています。 解説の要点：１日の拘束時間は、始業時刻から起算した24時間で見る。勤務終了後には継続８時間以上の休息期間も必要である。設問の勤務状況では、選択肢１の判断が改善基準に照らして正しい。 正答（1）との違いを確認し直してください。;4:（4）の内容は、正答（1）「１日目：12時間 ２日目：13時間 ３日目：12時間 ４日目：13時間」が示す論点とずれています。 解説の要点：１日の拘束時間は、始業時刻から起算した24時間で見る。勤務終了後には継続８時間以上の休息期間も必要である。設問の勤務状況では、選択肢１の判断が改善基準に照らして正しい。 正答（1）との違いを確認し直してください。,,
20132,平成25年度 第2回,24,multi,実務上の知識及び能力,,点呼の実施に関する次の記述のうち、適切なものを２つ選びなさい。,,,,,,乗務前及び乗務後の点呼のいずれも対面で行うことができない乗務を担当する運転者については、運行の安全を確保するために必要な事項等を記載した運行指示書を作成し、これを携行させている。このため、運行管理者は運転者に対し、携行している運行指示書に記載されている事項を確認し、それに基づき運行するよう指導していることから、電話等による乗務前の点呼では、改めて事業用自動車の運行の安全を確保するために必要な事項について指示をすることはしていない。,出庫時から同乗する交替運転者の乗務前の点呼については、運転を交替する地点において、テレビ機能付き携帯電話で行い、事業用トラックに車載するアルコール検知器で酒気帯びの有無を確認している。したがって、運行管理者は、出庫時から同乗する交替運転者が出庫時にアルコールの匂いがしていても、運転を交替する地点での乗務前の点呼においてアルコールが検知されなければ、当該運転者に運転させている。,輸送の安全の確保に関する取組みが優良であると認められたＡ営業所 ( 全国貨物自動車運送適正化事業実施機関が認定している安全性優良事業所 ) に選任された運行管理者は、営業所から離れた場所にある当該営業所のＢ車庫から乗務を開始する運転者に対して、当該車庫に設置してある国土交通大臣が定めた機器を使用して乗務前の点呼を行っている。,運行管理者の補助者が行う補助業務は、運行管理者の指導及び監督のもと行われるものである。したがって、運行管理者の補助者が行う点呼において、運転者が酒気を帯びていることが確認された場合には、直ちに運行管理者に報告を行い、運行の可否の決定等について指示を仰ぎ、その結果に基づき当該運転者に対し指示しなければならない。,,,,,"3,4",FALSE,FALSE,,３と４が適切である。乗務前後の点呼が対面で行えない運行では中間点呼が必要であり、酒気帯び確認にはアルコール検知器を用いる必要がある。補助者に点呼を行わせる場合も、運行管理者の指導監督と報告体制が不可欠である。,,,,,
20132,平成25年度 第2回,25,truefalse_group,実務上の知識及び能力,,点呼の実施に関する次の記述のうち、適切なものには「適」を適切でないものには「不適」を記入しなさい。,,,,,,運行管理者は、乗務前の点呼において運転者の健康状態を的確に確認することができるようにするため、健康診断の結果等から異常の所見がある運転者又は就業上の措置を講じた運転者が一目で分かるように個人のプライバシーに配慮しながら点呼記録表の運転者の氏名の横にマークを付与するなどして、これを点呼において活用している。,定期健康診断の結果、すべて異常なしとされた運転者については、健康管理が適切に行われ健康に問題がないと判断されること、また、健康に問題があるときは、事前に運行管理者等に申し出るよう指導していることから、乗務前の点呼における疾病、疲労等により安全な運転をすることができないおそれがあるか否かの確認は、本人から体調不良等の報告がなければ、行わないこととしている。,運行管理者が不在の際、運行管理者の補助者が運転者に対して乗務前の点呼を行った。点呼において、運転者の顔色、動作、声等を確認したところ、普段の状態とは違っており、健康状態に問題があり安全な運転に支障があると感じたが、本人から「安全な運転に支障はない。」との報告があったので、そのまま乗務させた。,乗務前の点呼において、運行管理者が運転者に対して酒気帯びの有無を確認しようとしたところ、営業所に備えられているアルコール検知器が故障して作動しないため使用できずにいた。その際、同僚の運転者から個人的に購入したアルコール検知器があるのでこれを使用してはどうかとの申し出があった。当該運行管理者は、当該アルコール検知器は故障したアルコール検知器と同等の性能のものであったので、これを使用して酒気帯びの有無を確認した。,,,,,"適-1;不適-2,3,4",FALSE,FALSE,,１が適切で、２、３、４は不適切である。点呼では健康状態、疲労、酒気帯びの有無、日常点検の実施又は確認を確実に確認する必要がある。検知器を省略したり、報告・確認を形式的に扱ったりすることはできない。,,,,,
20132,平成25年度 第2回,26,truefalse_group,実務上の知識及び能力,,運行管理者の業務上の措置等に関する次の記述のうち、適切なものには「適」を、適切でないものには「不適」を記入しなさい。,,,,,,運行管理者は、運転者に対し乗務前の点呼を実施したところ、当該運転者から「乗務する事業用トラックの左側のブレーキ・ランプのレンズが割れている。」との報告を受けた。運行管理者は、ブレーキ・ランプについては自動車の日常点検にかかわるものであるが、割れているランプは片側だけであるので運行には差し支えないと考え、整備管理者に確認を求めず出庫させた。,運行管理者は、貨物自動車運送事業法その他の法令に基づく運転者の遵守すべき事項に関する知識のほか、事業用自動車の運行の安全を確保するために必要な運転に関する技能及び知識について、運転者に対する適切な指導及び監督をしなければならないが、その実施については、個々の運転者の状況に応じて適切な時期に行えばよく、継続的、計画的に行わなくてもよい。,踏切の手前で一時停止した後、踏切を通過する際には、走行速度が上がるにつれて原動機の回転数が上昇するため、変速装置を操作しがちである。しかし、変速装置を操作することによるトラブルの発生を防止するため、そのまま踏切を通過することが大切であり、その旨を日頃より運転者に対し指導を行う必要がある。,運行管理者の所属する営業所では、休憩施設が所属する運転者数に対して慢性的に不足しており、運転者に休憩を十分に与えることが困難な状況にあった。当該運行管理者は、このような状況を放置すれば過労運転につながりかねないと判断し、当該施設の整備については運行管理者の行う業務の範囲外であることは承知していたが、事業者にこの現状を伝え、早急に改善する必要があることを助言した。,,,,,"適-3,4;不適-1,2",FALSE,FALSE,,３と４が適切である。運行管理者は、過労防止や異常気象時の安全確保、補助者への指導監督など、運行の安全確保に必要な措置を講じる必要がある。運転者任せにしたり、事業者への助言を怠る対応は不適切である。,,,,,
20132,平成25年度 第2回,27,truefalse_group,実務上の知識及び能力,,事業用自動車の運転者の健康管理に関する次の記述のうち、適切なものには「適」を、適切でないものには「不適」を記入しなさい。,,,,,,事業者は、運行管理者に対し、労働安全衛生法の定めによる定期健康診断を受診した運転者の一部に「要精密検査」との所見があっても、普段の点呼において健康状態に異常があると確認できない限り、次の定期健康診断までの間は医師の意見を聴かなくても、当該運転者に乗務させてもよいと指示した。,事業者が、自社指定の医師による定期健康診断を実施したところ、一部の運転者は、当該健康診断を受診しなかった。このため、受診しなかった運転者は、他の医師が行う当該健康診断に相当する健康診断を受け、その結果を証明する書面を当該事業者に提出した。,漫然運転や居眠り運転の原因の一つとして、睡眠時無呼吸症候群と呼ばれている病気がある。この病気は、狭心症や心筋梗塞などの合併症を引き起こすおそれがあるので、安全運転を続けていくためには早期の発見及び治療が重要であることから、事業者は、日頃から運転者に対し、睡眠時無呼吸症候群の症状などについて理解させておく必要がある。,常習的な飲酒運転の背景には、アルコール依存症という病気があるといわれているが、この病気は専門医による早期の治療をすることにより回復が可能とされており、一度回復すると飲酒しても再発することはないので、事業者は、アルコール依存症から回復した運転者に対しては、飲酒に関する指導を行う必要はない。,,,,,"適-2,3;不適-1,4",FALSE,FALSE,,２と３が適切である。健康診断結果や点呼時の確認を活用し、疾病・疲労等により安全運転できないおそれがある運転者を乗務させないことが重要である。睡眠不足、飲酒習慣、服薬なども安全運転に影響するため、必要な指導対象となる。,,,,,
20132,平成25年度 第2回,28,truefalse_group,実務上の知識及び能力,,自動車の運転に関する次の記述のうち、適切なものには「適」を適切でないものには「不適」を記入しなさい。,,,,,,自動車のハンドルを切り旋回した場合、左右及び前後輪はおのおの別の軌跡を通る。ハンドルを左に切った場合、左側の後輪が左側の前輪の軌跡に対し内側を通ることとなり、この前後輪の軌跡の差を内輪差という。ホイールベースの長い大型車ほどこの内輪差が大きくなる。したがって、このような大型車を運転する運転者に対し、交差点での左折時には、内輪差による歩行者や自転車等との接触、巻き込み事故に注意するよう指導する必要がある。,前方の自動車を大型車と乗用車から同じ距離で見た場合、それぞれの視界や見え方が異なり、運転席が高い位置にある大型車の場合は車間距離に余裕がないように感じ、乗用車の場合は車間距離に余裕があるように感じやすくなる。したがって、運転者に対して、運転する自動車による車間距離の見え方の違いに注意して、適正な車間距離をとるよう指導する必要がある。,自動車は ､ 運転者が直接見ることが出来ない箇所に対して後写鏡やアンダーミラー等を備えるなどして構造上の死角が少なくなるよう設計されているが、なお、死角は存在する。その他にも「前走車、対向車など他の交通による死角」、「道路構造、建物、樹木等道路環境による死角」、「夜間走行時の死角」等があるので、運転者に対して、これらの死角の特性に十分注意して運転するよう指導する必要がある。,交通事故の中には、二輪車と四輪車が衝突することによって発生する事故が少なくない。このような事故を防止するためには、四輪車の運転者から二輪車が、二輪車の運転者から四輪車がどのように見えているのか理解しておく必要がある。四輪車を運転する場合、二輪車に対する注意点として、①二輪車も四輪車と同じように急に停車できない。②二輪車は死角に入りやすく、その存在に気づきにくい。③二輪車は速度が速く感じたり、距離が実際より近くに見えたりする。したがって、運転者に対して、このような二輪車に関する注意点を指導する必要がある。,,,,,"適-1,3;不適-2,4",FALSE,FALSE,,１と３が適切で、２と４は不適切である。速度が速くなるほど視野が狭くなり、夜間には蒸発現象にも注意が必要である。一方、遠心力や衝撃力、制動距離は速度の影響を大きく受けるため、単純な比例関係として扱う記述は不正確である。,,,,,
20132,平成25年度 第2回,30,single,実務上の知識及び能力,,運行管理者は複数の荷主からの運送依頼を受けて、右のとおり３日にわたる運行の計画を立てた。この計画に関する次の１～４の下線部の運行管理者の判断について、正しいものをすべて選びなさい。,,,,,,１日についての拘束時間、連続運転時間及び２日を平均して１日当たりの運転時間が「自動車運転者の労働時間等の改善のための基準」（以下「改善基準」という。）を超えていないと判断して、当該運行を運転者１人乗務とした。,１日についての最大拘束時間が改善基準を超えていると判断して、当該運行には交替運転者を配置した。,連続運転時間が改善基準を超えていると判断して、当該運行には交替運転者を配置した。,２日を平均して１日当たりの運転時間が改善基準を超えていると判断して、当該運行には交替運転者を配置した。＜３日にわたる運行の計画＞当該運行の前日は、その運行を担当する運転者は休日とする。前 日始業時刻４時 出庫時刻５時 到着時刻18時 終業時刻19時運転休憩運転荷降し休憩運転（点呼） （休息）１日目営業所４時間30分２時間１時間30分１時間４時間宿泊施設始業時刻６時 出発時刻７時 到着時刻21時20分 終業時刻22時宿泊運転荷積み運転休憩運転荷降し休憩運転（点呼） （休息）２日目施設２時間１時間２時間20分２時間２時間１時間４時間宿泊施設始業時刻６時 出発時刻７時 到着時刻18時50分 終業時刻19時宿泊運転荷積み運転休憩運転休憩運転３日目営業所１時間４時間１時間２時間20分２時間施設１時間30分当該運行の翌日は、その運行を担当する運転者は休日とする。翌 日,,,,,4,FALSE,FALSE,,２日平均の運転時間を確認すると、改善基準に違反するため交替運転者を配置すべきとする４が正しい。最大拘束時間や連続運転時間だけでなく、隣接する２日を平均した１日当たりの運転時間を確認する点がポイントである。,２日平均の運転時間を確認すると、改善基準に違反するため交替運転者を配置すべきとする４が正しい。最大拘束時間や連続運転時間だけでなく、隣接する２日を平均した１日当たりの運転時間を確認する点がポイントである。,２日平均の運転時間を確認すると、改善基準に違反するため交替運転者を配置すべきとする４が正しい。最大拘束時間や連続運転時間だけでなく、隣接する２日を平均した１日当たりの運転時間を確認する点がポイントである。,1:解説では「最大拘束時間や連続運転時間だけでなく、隣接する２日を平均した１日当たりの運転時間を確認する点がポイントである。」とある一方、（1）の記述はそれと矛盾します。 解説の要点：２日平均の運転時間を確認すると、改善基準に違反するため交替運転者を配置すべきとする４が正しい。最大拘束時間や連続運転時間だけでなく、隣接する２日を平均した１日当たりの運転時間を確認する点がポイントである。 正答（4）との違いを確認し直してください。;2:（2）の内容は、正答（4）「２日を平均して１日当たりの運転時間が改善基準を超えていると判断して、当該運行には交替運転者を配置した。＜３日にわ…」が示す論点とずれています。 解説の要点：２日平均の運転時間を確認すると、改善基準に違反するため交替運転者を配置すべきとする４が正しい。最大拘束時間や連続運転時間だけでなく、隣接する２日を平均した１日当たりの運転時間を確認する点がポイントである。 正答（4）との違いを確認し直してください。;3:（3）の内容は、正答（4）「２日を平均して１日当たりの運転時間が改善基準を超えていると判断して、当該運行には交替運転者を配置した。＜３日にわ…」が示す論点とずれています。 解説の要点：２日平均の運転時間を確認すると、改善基準に違反するため交替運転者を配置すべきとする４が正しい。最大拘束時間や連続運転時間だけでなく、隣接する２日を平均した１日当たりの運転時間を確認する点がポイントである。 正答（4）との違いを確認し直してください。,,
20141,平成26年度 第1回,1,combination,貨物自動車運送事業法関係,,貨物自動車運送事業法に定める一般貨物自動車運送事業者の輸送の安全についての次の文中、Ａ、Ｂ、Ｃ、Ｄに入るべき字句を下の枠内の選択肢（１～８）から選びなさい。一般貨物自動車運送事業者は、事業用自動車の（Ａ）、荷役その他の事業用自動車の運転に附帯する作業の状況等に応じて必要となる員数の運転者及びその他の従業員の確保、事業用自動車の運転者がその（Ｂ）又は睡眠のために利用することができる施設の整備、事業用自動車の運転者の適切な（Ｃ）の設定その他事業用自動車の運転者の（Ｄ）するために必要な措置を講じなければならない。,,,,,,勤務時間及び乗務時間,数,休息,拘束時間及び労働時間,安全運転を確保,休憩,種類,過労運転を防止,A-2;B-6;C-1;D-8,FALSE,FALSE,,一般貨物自動車運送事業者は、事業用自動車の数や荷役等の状況に応じて必要な運転者等を確保し、運転者が休憩又は睡眠に利用できる施設を整備し、勤務時間及び乗務時間を適切に設定するなど、過労運転を防止する措置を講じなければならない。したがってＡ数、Ｂ休憩、Ｃ勤務時間及び乗務時間、Ｄ過労運転を防止である。,,,,,
20141,平成26年度 第1回,2,multi,貨物自動車運送事業法関係,,次の記述のうち、一般貨物自動車運送事業の運行管理者の行わなければならない業務として正しいものを２つ選びなさい。,,,,,,異常気象その他の理由により輸送の安全の確保に支障を生ずるおそれがあるときは、乗務員に対する適切な指示その他輸送の安全を確保するために必要な措置を講ずること。,法令の規定により、運転者に対して点呼を行い、報告を求め、確認を行い、及び指示を与え、並びに記録し、及びその記録を保存し、並びに国土交通大臣が告示で定めるアルコール検知器を備え置くこと。,法令の規定により、従業員に対し、効果的かつ適切に指導及び監督を行うため、輸送の安全に関する基本的な方針の策定その他の国土交通大臣が告示で定める措置を講ずること。,一般貨物自動車運送事業者が選任した、運行管理者の業務を補助させるための者に対する指導及び監督を行うこと。,,,,,"1,4",FALSE,FALSE,,１．異常気象等で輸送の安全に支障が生じるおそれがあるとき、乗務員に適切な指示等を行うことは運行管理者の業務である。４．補助者に対する指導及び監督も運行管理者の業務である。２はアルコール検知器の備置きが事業者側の義務として扱われる点、３は輸送安全方針の策定等が事業者側の安全管理措置である点で不適切である。,,,,,
20141,平成26年度 第1回,3,single,貨物自動車運送事業法関係,,次の記述のうち、貨物自動車運送事業の事業用自動車の運転者が遵守しなければならない事項として誤っているものを１つ選びなさい。,,,,,,運転者は、疾病、疲労その他の理由により安全な運転をすることができないおそれがあるときは、その旨を貨物自動車運送事業者に申し出ること。,運転者は、道路運送車両法第47条の２第１項及び第２項の規定による点検（日常点検）を実施し、又はその確認をすること。,運転者は、乗務を開始しようとするとき、乗務前及び乗務後の点呼のいずれも対面（輸送の安全の確保に関する取組が優良であると認められる営業所において、点呼を行う場合にあっては、国土交通大臣が定めた機器による方法を含む。）で行うことができない乗務の途中及び乗務を終了したときは、法令に規定する点呼を受け、貨物自動車運送事業者に所定の事項について報告をすること。,乗務を終了して他の運転者と交替するときは、交替する運転者に対し、当該乗務に係る事業用自動車、道路及び運行の状況について通告すること。この場合において、交替して乗務する運転者は、当該通告を受け、当該事業用自動車の制動装置、走行装置その他の重要な装置の機能について点検の必要性があると認められる場合には、これを点検すること。,,,,,4,FALSE,FALSE,,乗務終了時に他の運転者と交替する場合、通告を行うのは乗務を終了する運転者であり、交替して乗務する運転者はその通告を受け、必要に応じ重要装置を点検する。選択肢４は運転者の遵守事項としての整理が不正確であり、誤りである。,乗務終了時に他の運転者と交替する場合、通告を行うのは乗務を終了する運転者であり、交替して乗務する運転者はその通告を受け、必要に応じ重要装置を点検する。選択肢４は運転者の遵守事項としての整理が不正確であり、誤りである。,乗務終了時に他の運転者と交替する場合、通告を行うのは乗務を終了する運転者であり、交替して乗務する運転者はその通告を受け、必要に応じ重要装置を点検する。選択肢４は運転者の遵守事項としての整理が不正確であり、誤りである。,1:（1）「運転者は、疾病、疲労その他の理由により安全な運転をすることができないおそれがあるときは、その旨を貨物自動車運送事業者に申し出るこ…」は、設問の趣旨では適切な記述・対応に当たることが多いです。本問は「最も不適切なもの」を選ぶ形式のため、正答は（4）「乗務を終了して他の運転者と交替するときは、交替する運転者に対し、当該乗務に係る事業用自動車、道路及び運行の状況に…」です。解説のポイント：乗務終了時に他の運転者と交替する場合、通告を行うのは乗務を終了する運転者であり、交替して乗務する運転者はその通告を受け、必要に応じ重要装置を点検する。選択肢４は運転者の遵守事項としての整理が不正確であり、誤りである。;2:（2）「運転者は、道路運送車両法第47条の２第１項及び第２項の規定による点検（日常点検）を実施し、又はその確認をすること。」は、設問の趣旨では適切な記述・対応に当たることが多いです。本問は「最も不適切なもの」を選ぶ形式のため、正答は（4）「乗務を終了して他の運転者と交替するときは、交替する運転者に対し、当該乗務に係る事業用自動車、道路及び運行の状況に…」です。解説のポイント：乗務終了時に他の運転者と交替する場合、通告を行うのは乗務を終了する運転者であり、交替して乗務する運転者はその通告を受け、必要に応じ重要装置を点検する。選択肢４は運転者の遵守事項としての整理が不正確であり、誤りである。;3:（3）「運転者は、乗務を開始しようとするとき、乗務前及び乗務後の点呼のいずれも対面（輸送の安全の確保に関する取組が優良であると認められる…」は、設問の趣旨では適切な記述・対応に当たることが多いです。本問は「最も不適切なもの」を選ぶ形式のため、正答は（4）「乗務を終了して他の運転者と交替するときは、交替する運転者に対し、当該乗務に係る事業用自動車、道路及び運行の状況に…」です。解説のポイント：乗務終了時に他の運転者と交替する場合、通告を行うのは乗務を終了する運転者であり、交替して乗務する運転者はその通告を受け、必要に応じ重要装置を点検する。選択肢４は運転者の遵守事項としての整理が不正確であり、誤りである。,,
20141,平成26年度 第1回,4,single,貨物自動車運送事業法関係,,貨物自動車運送事業の事業用自動車の運転者に対する点呼に関する次の記述のうち、誤っているものを１つ選びなさい。,,,,,,点呼は、運行管理者と運転者が対面で行うとされており、運行上やむを得ない場合は電話その他の方法によることも認められているが、営業所と離れた場所にある当該営業所の車庫から乗務を開始する運転者については、運行上やむを得ない場合に該当しないことから、電話による点呼を行うことはできない。,点呼については、一般貨物自動車運送事業者が選任する運行管理者の業務を補助させるための者（以下「補助者」という。）に行わせることができる。運行管理者は、補助者に指示し営業所において行う点呼の一部又はそのすべてを補助者に行わせた場合は、当該点呼の実施状況について当該補助者から報告を受けなければならない。,乗務後の点呼は、対面（運行上やむを得ない場合は電話その他の方法）により行い、当該乗務に係る事業用自動車、道路及び運行の状況並びに他の運転者と交替した場合にあっては、交替した運転者に対して行った法令の規定による通告について報告を求め、及び酒気帯びの有無について確認を行わなければならない。,点呼において酒気帯びの有無について確認を行う場合には、運転者の状態を目視等で確認するほか、当該運転者の属する営業所に備えられた国土交通大臣が告示で定めるアルコール検知器を用いて行わなければならない。,,,,,2,FALSE,FALSE,,補助者に点呼を行わせることはできるが、点呼のすべてを補助者任せにすることはできない。運行管理者が行う点呼の割合や補助者への指導監督が必要であるため、２が誤りである。,補助者に点呼を行わせることはできるが、点呼のすべてを補助者任せにすることはできない。運行管理者が行う点呼の割合や補助者への指導監督が必要であるため、２が誤りである。,補助者に点呼を行わせることはできるが、点呼のすべてを補助者任せにすることはできない。運行管理者が行う点呼の割合や補助者への指導監督が必要であるため、２が誤りである。,1:（1）「点呼は、運行管理者と運転者が対面で行うとされており、運行上やむを得ない場合は電話その他の方法によることも認められているが、営業所…」は、設問の趣旨では適切な記述・対応に当たることが多いです。本問は「最も不適切なもの」を選ぶ形式のため、正答は（2）「点呼については、一般貨物自動車運送事業者が選任する運行管理者の業務を補助させるための者（以下「補助者」という。）…」です。解説のポイント：補助者に点呼を行わせることはできるが、点呼のすべてを補助者任せにすることはできない。運行管理者が行う点呼の割合や補助者への指導監督が必要であるため、２が誤りである。;3:（3）「乗務後の点呼は、対面（運行上やむを得ない場合は電話その他の方法）により行い、当該乗務に係る事業用自動車、道路及び運行の状況並びに…」は、設問の趣旨では適切な記述・対応に当たることが多いです。本問は「最も不適切なもの」を選ぶ形式のため、正答は（2）「点呼については、一般貨物自動車運送事業者が選任する運行管理者の業務を補助させるための者（以下「補助者」という。）…」です。解説のポイント：補助者に点呼を行わせることはできるが、点呼のすべてを補助者任せにすることはできない。運行管理者が行う点呼の割合や補助者への指導監督が必要であるため、２が誤りである。;4:（4）「点呼において酒気帯びの有無について確認を行う場合には、運転者の状態を目視等で確認するほか、当該運転者の属する営業所に備えられた国…」は、設問の趣旨では適切な記述・対応に当たることが多いです。本問は「最も不適切なもの」を選ぶ形式のため、正答は（2）「点呼については、一般貨物自動車運送事業者が選任する運行管理者の業務を補助させるための者（以下「補助者」という。）…」です。解説のポイント：補助者に点呼を行わせることはできるが、点呼のすべてを補助者任せにすることはできない。運行管理者が行う点呼の割合や補助者への指導監督が必要であるため、２が誤りである。,,
