one_answer_id,source_question_id,source_choice_no,exam_type,license_type,section_no,section_name,topic,question_text,answer,explanation,source_exam_id,source_question_file,conversion_type,quality_status,conversion_note
oa_past_500_124,h26_1_freight_q002,3,運行管理者試験,貨物,1,貨物自動車運送事業法関係,点呼・酒気帯び確認,法令の規定により、従業員に対し、効果的かつ適切に指導及び監督を行うため、輸送の安全に関する基本的な方針の策定その他の国土交通大臣が告示で定める措置を講ずることは、運行管理者の業務である。,×,この記述は、点呼・酒気帯び確認に関する誤りを含みます。主体、期限、保存期間、義務の範囲に注意してください。,h26_1_freight,268k_mk.pdf,choice_to_tf,checked,元の選択式過去問を選択肢ごとに○×化。
oa_past_500_125,h24_1_freight_q006,1,運行管理者試験,貨物,1,貨物自動車運送事業法関係,事故報告・事故時の措置,高齢運転者に対する特別な指導は、国土交通大臣が認定した高齢運転者のための適性診断の結果を踏まえ、個々の運転者の加齢に伴う身体機能の変化の程度に応じたトラックの安全な運転方法等について運転者が自ら考えるよう指導する。この指導は、適性診断の結果が判明した後１カ月以内に実施する。,○,高齢運転者への特別指導は、適性診断結果を踏まえて１カ月以内に実施する。,h24_1_freight,248k_ma.pdf,choice_to_tf,checked,元の選択式過去問を選択肢ごとに○×化。
oa_past_500_126,h26_1_freight_q003,4,運行管理者試験,貨物,1,貨物自動車運送事業法関係,貨物自動車運送事業法,乗務を終了して他の運転者と交替するときは、交替する運転者に対し、当該乗務に係る事業用自動車、道路及び運行の状況について通告すること。この場合において、交替して乗務する運転者は、当該通告を受け、当該事業用自動車の制動装置、走行装置その他の重要な装置の機能について点検の必要性があると認められる場合には、これを点検すること。,×,この記述は、貨物自動車運送事業法に関する誤りを含みます。主体、期限、保存期間、義務の範囲のいずれかが法令上の原則と異なります。,h26_1_freight,268k_mk.pdf,choice_to_tf,checked,元の選択式過去問を選択肢ごとに○×化。
oa_past_500_127,h24_1_freight_q006,2,運行管理者試験,貨物,1,貨物自動車運送事業法関係,事故報告・事故時の措置,一般貨物自動車運送事業者において事業用自動車の運転者として常時選任するために新たに雇い入れた者であって、当該事業者において初めてトラックに乗務する前３年間に他の一般貨物自動車運送事業者及び特定貨物自動車運送事業者によって運転者として常時選任されたことがない者には、初任運転者を対象とする特別な指導を実施する。,○,一定期間、他事業者で常時選任されていない者には初任運転者への特別指導が必要である。,h24_1_freight,248k_ma.pdf,choice_to_tf,checked,元の選択式過去問を選択肢ごとに○×化。
oa_past_500_128,h26_1_freight_q004,2,運行管理者試験,貨物,1,貨物自動車運送事業法関係,点呼・酒気帯び確認,点呼については、一般貨物自動車運送事業者が選任する運行管理者の業務を補助させるための者（以下「補助者」という。）に行わせることができる。運行管理者は、補助者に指示し営業所において行う点呼の一部又はそのすべてを補助者に行わせた場合は、当該点呼の実施状況について当該補助者から報告を受けなければならない。,×,この記述は、点呼・酒気帯び確認に関する誤りを含みます。主体、期限、保存期間、義務の範囲のいずれかが法令上の原則と異なります。,h26_1_freight,268k_mk.pdf,choice_to_tf,checked,元の選択式過去問を選択肢ごとに○×化。
oa_past_500_129,h24_1_freight_q006,4,運行管理者試験,貨物,1,貨物自動車運送事業法関係,事故報告・事故時の措置,事故惹起運転者に対する特別な指導は、安全運転の実技を除き所定の事項についてそれぞれ合計６時間以上実施する。なお、安全運転の実技については、可能な限り実施することが望ましい。,○,事故惹起運転者への特別指導時間に関する記述として正しい。,h24_1_freight,248k_ma.pdf,choice_to_tf,checked,元の選択式過去問を選択肢ごとに○×化。
oa_past_500_130,h26_1_freight_q005,2,運行管理者試験,貨物,1,貨物自動車運送事業法関係,点呼・酒気帯び確認,事業用自動車が走行中、横断歩道により道路を横断していた歩行者に接触する事故を起こし、当該歩行者に10日間の医師の治療を要する傷害を生じさせたもの。,×,この記述は、点呼・酒気帯び確認に関する誤りを含みます。主体、期限、保存期間、義務の範囲のいずれかが法令上の原則と異なります。,h26_1_freight,268k_mk.pdf,choice_to_tf,checked,元の選択式過去問を選択肢ごとに○×化。
oa_past_500_131,h24_1_freight_q007,1,運行管理者試験,貨物,1,貨物自動車運送事業法関係,事故報告・事故時の措置,乗務等の記録は道路運送車両の保安基準の規定に適合する運行記録計による記録に代えることができる。この場合において、当該記録すべき事項のうち運行記録計により記録された事項以外の事項を運転者ごとに運行記録計による記録に付記させなければならない。,○,乗務等の記録は、運行記録計による記録で代えることができる場合がある。,h24_1_freight,248k_ma.pdf,choice_to_tf,checked,元の選択式過去問を選択肢ごとに○×化。
oa_past_500_132,h26_1_freight_q006,1,運行管理者試験,貨物,1,貨物自動車運送事業法関係,道路交通法,事業者は、乗務員に対して事業用自動車の故障等により踏切内で運行不能となったときは、速やかに当該事業用自動車を踏切から移動させるように努め、当該事業用自動車の移動が困難と判断したとき、又は、列車が接近してきたときは、踏切支障報知装置を作動させる等適切な防護措置をとるよう指導すること。,×,この記述は、道路交通法に関する誤りを含みます。主体、期限、保存期間、義務の範囲に注意してください。,h26_1_freight,268k_mk.pdf,choice_to_tf,checked,元の選択式過去問を選択肢ごとに○×化。
oa_past_500_133,h24_1_freight_q007,2,運行管理者試験,貨物,1,貨物自動車運送事業法関係,事故報告・事故時の措置,道路交通法に規定する交通事故若しくは自動車事故報告規則に規定する事故又は著しい運行の遅延その他の異常な状態が発生した場合にあっては、その概要及び原因を運転者ごとに記録させなければならない。,○,事故や著しい遅延等の異常発生時には、その概要及び原因を記録させる。,h24_1_freight,248k_ma.pdf,choice_to_tf,checked,元の選択式過去問を選択肢ごとに○×化。
oa_past_500_134,h26_1_freight_q006,2,運行管理者試験,貨物,1,貨物自動車運送事業法関係,道路交通法,事業者は、大型自動車運転免許を受けている運転者に限定して、事業用自動車の車高、視野、死角、内輪差（右左折する場合又はカーブを通行する場合に後輪が前輪より内側を通ることをいう。）及び制動距離等が他の車両と異なることを確認させること。,×,この記述は、道路交通法に関する誤りを含みます。主体、期限、保存期間、義務の範囲に注意してください。,h26_1_freight,268k_mk.pdf,choice_to_tf,checked,元の選択式過去問を選択肢ごとに○×化。
oa_past_500_135,h24_1_freight_q007,3,運行管理者試験,貨物,1,貨物自動車運送事業法関係,点呼・酒気帯び確認,運行指示書の作成を要しない運行の途中において、事業用自動車の運転者に乗務前及び乗務後の点呼のいずれも対面（法令により国土交通大臣が定めた機器による方法を含む。）で行うことができない乗務を行わせることとなった場合には、当該乗務以後の運行について、所定の事項を記載した運行指示書を作成し、及びこれにより当該運転者に対し電話その他の方法により適切な指示を行い、その内容を運転者ごとに記録させなければならない。,○,運行途中で運行指示書が必要になった場合の作成・指示・記録に関する記述として正しい。,h24_1_freight,248k_ma.pdf,choice_to_tf,checked,元の選択式過去問を選択肢ごとに○×化。
oa_past_500_136,h20_2_freight_q009,2,運行管理者試験,貨物,2,道路運送車両法関係,車両法・点検整備,臨時運行の許可を受けた自動車を運行の用に供する場合には、臨時運行許可番号標及びこれに記載された番号を見やすいように表示し、かつ、臨時運行許可証を備え付けなければならない。この場合において、臨時運行の許可の有効期間は、法令で定める特別な場合を除き、５日をこえてはならない。,○,臨時運行許可番号標の表示、許可証の備付け、有効期間５日以内の記述は正しい。,h20_2_freight,213k_mk.pdf,choice_to_tf,checked,元の選択式過去問を選択肢ごとに○×化。
oa_past_500_137,h20_2_freight_q009,1,運行管理者試験,貨物,2,道路運送車両法関係,車両法・点検整備,登録自動車について所有者の変更があったときは、新所有者は、その事由があった日から30日以内に、国土交通大臣の行う移転登録の申請をしなければならない。,×,所有者変更時の移転登録申請は、15日以内に行う必要がある。30日以内ではない。,h20_2_freight,213k_mk.pdf,choice_to_tf,checked,元の選択式過去問を選択肢ごとに○×化。
oa_past_500_138,h20_2_freight_q009,4,運行管理者試験,貨物,2,道路運送車両法関係,車両法・点検整備,登録自動車は、国土交通省令で定めるところにより、自動車登録番号標及びこれに記載された自動車登録番号を見やすいように表示しなければ、運行の用に供してはならない。,○,登録番号標及び番号を見やすく表示しなければ運行できない。,h20_2_freight,213k_mk.pdf,choice_to_tf,checked,元の選択式過去問を選択肢ごとに○×化。
oa_past_500_139,h20_2_freight_q009,3,運行管理者試験,貨物,2,道路運送車両法関係,車両法・点検整備,登録自動車の使用者は、自動車の用途を廃止したときは、その事由があった日から15日以内に永久抹消登録の申請をしなければならない。,×,用途廃止の場合に行うのは永久抹消登録とは限らず、一時抹消登録等の手続もあり、記述が不正確である。,h20_2_freight,213k_mk.pdf,choice_to_tf,checked,元の選択式過去問を選択肢ごとに○×化。
oa_past_500_140,h20_2_freight_q010,1,運行管理者試験,貨物,2,道路運送車両法関係,車両法・点検整備,自動車の使用者は、自動車検査証の記載事項について変更があったときは、その事由があった日から15日以内に、当該事項の変更について、国土交通大臣が行う自動車検査証の記入を受けなければならない。,○,自動車検査証の記載事項に変更があった場合、15日以内に記入を受ける必要がある。,h20_2_freight,213k_mk.pdf,choice_to_tf,checked,元の選択式過去問を選択肢ごとに○×化。
oa_past_500_141,h20_2_freight_q010,3,運行管理者試験,貨物,2,道路運送車両法関係,車両法・点検整備,指定自動車整備事業者が交付した有効な保安基準適合標章を自動車に表示している場合であっても、自動車検査証を備え付けなければ、当該自動車を運行の用に供してはならない。,×,有効な保安基準適合標章を表示している間は、自動車検査証の備付けがなくても一定期間運行できるため、記述が誤りである。,h20_2_freight,213k_mk.pdf,choice_to_tf,checked,元の選択式過去問を選択肢ごとに○×化。
oa_past_500_142,h20_2_freight_q010,2,運行管理者試験,貨物,2,道路運送車両法関係,車両法・点検整備,自動車の使用者は、自動車検査証の有効期間の満了後も当該自動車を使用しようとするときは、当該自動車を提示して、国土交通大臣の行う継続検査を受けなければならない。,○,有効期間満了後も使用する場合は継続検査を受ける必要がある。,h20_2_freight,213k_mk.pdf,choice_to_tf,checked,元の選択式過去問を選択肢ごとに○×化。
oa_past_500_143,h20_2_freight_q012,3,運行管理者試験,貨物,2,道路運送車両法関係,記録・帳票,車両総重量が20トン以上のセミトレーラをけん引するけん引自動車には、灯光の色が黄色であって点滅式の灯火 ( 黄色回転灯 ) を備えることができる。,×,黄色回転灯を備えることができる対象や要件についての記述として不適切であり、これが誤りである。,h20_2_freight,213k_mk.pdf,choice_to_tf,checked,元の選択式過去問を選択肢ごとに○×化。
oa_past_500_144,h20_2_freight_q010,4,運行管理者試験,貨物,2,道路運送車両法関係,車両法・点検整備,検査標章には、国土交通省令で定めるところにより、その交付の際の当該自動車検査証の有効期間の満了する時期が表示されている。,○,検査標章には検査証の有効期間満了時期が表示される。,h20_2_freight,213k_mk.pdf,choice_to_tf,checked,元の選択式過去問を選択肢ごとに○×化。
oa_past_500_145,h21_1_freight_q009,3,運行管理者試験,貨物,2,道路運送車両法関係,車両法・点検整備,道路運送車両法に規定する自動車の種別は、自動車の大きさ及び構造並びに原動機の種類及び総排気量又は定格出力を基準として定められ、その別は大型自動車、普通自動車、小型自動車、軽自動車、大型特殊自動車、小型特殊自動車である。,×,道路運送車両法上の自動車の種別に「大型自動車」は含まれないため誤りである。,h21_1_freight,218k_mk.pdf,choice_to_tf,checked,元の選択式過去問を選択肢ごとに○×化。
oa_past_500_146,h20_2_freight_q012,1,運行管理者試験,貨物,2,道路運送車両法関係,記録・帳票,貨物の運送の用に供する普通自動車であって、車両総重量が８トン以上又は最大積載量が５トン以上の自動車には、24時間以上の継続した時間内における瞬間速度等を自動的に記録することができるなど告示で定める基準に適合する運行記録計を備えなければならない。,○,一定の大型貨物自動車に運行記録計を備える必要がある。,h20_2_freight,213k_mk.pdf,choice_to_tf,checked,元の選択式過去問を選択肢ごとに○×化。
oa_past_500_147,h21_1_freight_q011,4,運行管理者試験,貨物,2,道路運送車両法関係,車両法・点検整備,貨物自動車運送事業者は、整備管理者を選任したときは、その日から30日以内に、地方運輸局長にその旨を届け出なければならない。これを変更したときも同様である。,×,整備管理者を選任したときの届出は15日以内であり、30日以内ではないため誤りである。,h21_1_freight,218k_mk.pdf,choice_to_tf,checked,元の選択式過去問を選択肢ごとに○×化。
oa_past_500_148,h20_2_freight_q012,2,運行管理者試験,貨物,2,道路運送車両法関係,記録・帳票,貨物の運送の用に供する普通自動車であって、車両総重量が８トン以上又は最大積載量が５トン以上のものの原動機には、自動車が時速90キロメートルを超えて走行しないよう燃料の供給を調整し、かつ、自動車の速度の制御を円滑に行うことができるものとして告示で定める基準に適合する速度抑制装置を備えなければならない。,○,一定の大型貨物自動車には、時速90キロメートルを超えて走行しないようにする速度抑制装置が必要である。,h20_2_freight,213k_mk.pdf,choice_to_tf,checked,元の選択式過去問を選択肢ごとに○×化。
oa_past_500_149,h21_1_freight_q012,1,運行管理者試験,貨物,2,道路運送車両法関係,記録・帳票,貨物の運送の用に供する普通自動車であって、車両総重量が８トン以上又は最大積載量が５トン以上のものの原動機には、自動車が時速100キロメートルを超えて走行しないよう燃料の供給を調整し、かつ、自動車の速度の制御を円滑に行うことができるものとして、告示で定める基準に適合する速度抑制装置を備えなければならない。,×,一定の大型貨物自動車に必要な速度抑制装置は、時速90キロメートルを超えて走行しないようにするものである。100キロメートルとする点が誤りである。,h21_1_freight,218k_mk.pdf,choice_to_tf,checked,元の選択式過去問を選択肢ごとに○×化。
oa_past_500_150,h20_2_freight_q012,4,運行管理者試験,貨物,2,道路運送車両法関係,記録・帳票,自動車に備えなければならない非常信号用具は、夜間200メートルの距離から確認できる赤色の灯光を発するものでなければならない。,○,非常信号用具は夜間200メートルから確認できる赤色灯光を発するものが必要である。,h20_2_freight,213k_mk.pdf,choice_to_tf,checked,元の選択式過去問を選択肢ごとに○×化。
oa_past_500_151,h21_2_freight_q012,3,運行管理者試験,貨物,2,道路運送車両法関係,記録・帳票,自動車に備えなければならない非常信号用具は、夜間100メートルの距離から確認できる赤色の灯光を発するものでなければならない。,×,非常信号用具は、夜間200メートルの距離から確認できる赤色灯光を発するものでなければならない。100メートルとする点が誤りである。,h21_2_freight,223k_mk.pdf,choice_to_tf,checked,元の選択式過去問を選択肢ごとに○×化。
oa_past_500_152,h21_1_freight_q009,1,運行管理者試験,貨物,2,道路運送車両法関係,車両法・点検整備,自動車（軽自動車、小型特殊自動車及び二輪の小型自動車を除く。）は、自動車登録ファイルに登録を受けたものでなければ、これを運行の用に供してはならない。,○,登録自動車は登録を受けなければ運行の用に供してはならない。,h21_1_freight,218k_mk.pdf,choice_to_tf,checked,元の選択式過去問を選択肢ごとに○×化。
oa_past_500_153,h22_1_freight_q009,1,運行管理者試験,貨物,2,道路運送車両法関係,車両法・点検整備,登録自動車が滅失し、解体し ( 整備又は改造のために解体する場合を除く。)、又は自動車の用途を廃止したとき。,×,滅失、解体、用途廃止は抹消登録に関する事由である。,h22_1_freight,228k_mk.pdf,choice_to_tf,checked,元の選択式過去問を選択肢ごとに○×化。
oa_past_500_154,h21_1_freight_q009,2,運行管理者試験,貨物,2,道路運送車両法関係,車両法・点検整備,臨時運行の許可を受けた自動車を運行の用に供する場合には、臨時運行許可番号標及びこれに記載された番号を見やすいように表示し、かつ、臨時運行許可証を備え付けなければならない。この場合において、臨時運行の許可の有効期間は、法令で定める特別な場合を除き、5日をこえてはならない。,○,臨時運行許可番号標等の表示・備付け、有効期間５日以内の記述は正しい。,h21_1_freight,218k_mk.pdf,choice_to_tf,checked,元の選択式過去問を選択肢ごとに○×化。
oa_past_500_155,h22_1_freight_q009,2,運行管理者試験,貨物,2,道路運送車両法関係,車両法・点検整備,登録自動車の自家用、事業用の別又は用途の変更があったとき。,×,自家用・事業用の別又は用途変更は変更登録等の事由である。,h22_1_freight,228k_mk.pdf,choice_to_tf,checked,元の選択式過去問を選択肢ごとに○×化。
oa_past_500_156,h21_1_freight_q009,4,運行管理者試験,貨物,2,道路運送車両法関係,車両法・点検整備,登録自動車の所有者は、当該自動車の使用者が道路運送車両法の規定により自動車の使用の停止を命ぜられ、同法の規定により自動車検査証を返納したときは、遅滞なく、当該自動車登録番号標及び封印を取りはずし、自動車登録番号標について国土交通大臣の領置を受けなければならない。,○,使用停止命令に伴う番号標・封印の取扱いに関する記述として正しい。,h21_1_freight,218k_mk.pdf,choice_to_tf,checked,元の選択式過去問を選択肢ごとに○×化。
oa_past_500_157,h22_1_freight_q009,3,運行管理者試験,貨物,2,道路運送車両法関係,車両法・点検整備,登録自動車の所有者の氏名若しくは名称若しくは住所又は使用の本拠の位置に変更があったとき。,×,所有者の氏名・住所等の変更は変更登録の事由である。,h22_1_freight,228k_mk.pdf,choice_to_tf,checked,元の選択式過去問を選択肢ごとに○×化。
oa_past_500_158,h21_1_freight_q011,1,運行管理者試験,貨物,2,道路運送車両法関係,車両法・点検整備,事業用自動車の使用者は、ホイール・ナット及びホイール・ボルトの緩みについて、３ヵ月ごとに国土交通省令で定める技術上の基準により自動車を点検しなければならない。,○,ホイール・ナット及びホイール・ボルトの緩みは定期点検項目である。,h21_1_freight,218k_mk.pdf,choice_to_tf,checked,元の選択式過去問を選択肢ごとに○×化。
oa_past_500_159,h22_1_freight_q010,3,運行管理者試験,貨物,2,道路運送車両法関係,車両法・点検整備,"初めて自動車検査証の交付を受ける車両総重量7,980キログラムの貨物の運送の用に供する自動車については、当該自動車検査証の有効期間は１年である。",×,"初めて検査証の交付を受ける車両総重量7,980キログラムの貨物運送用自動車の有効期間は２年であり、１年ではないため誤りである。",h22_1_freight,228k_mk.pdf,choice_to_tf,checked,元の選択式過去問を選択肢ごとに○×化。
oa_past_500_160,h21_1_freight_q011,2,運行管理者試験,貨物,2,道路運送車両法関係,車両法・点検整備,何人も、道路運送車両法第54条の２（整備命令等）の規定によりはり付けられた整備命令標章を破損し、又は汚損してはならず、また、同法の規定による命令を取り消された後でなければこれを取り除いてはならない。,○,整備命令標章の破損・汚損等の禁止に関する記述として正しい。,h21_1_freight,218k_mk.pdf,choice_to_tf,checked,元の選択式過去問を選択肢ごとに○×化。
oa_past_500_161,h22_1_freight_q012,3,運行管理者試験,貨物,2,道路運送車両法関係,車両法・点検整備,車両総重量が20トン以上のセミトレーラをけん引するけん引自動車には、灯光の色が黄色であって点滅式の灯火 ( 黄色回転灯等 ) を備えることができる。,×,黄色回転灯等を備えることができる対象・要件についての記述として不適切であり、これが誤りである。,h22_1_freight,228k_mk.pdf,choice_to_tf,checked,元の選択式過去問を選択肢ごとに○×化。
oa_past_500_162,h21_1_freight_q011,3,運行管理者試験,貨物,2,道路運送車両法関係,車両法・点検整備,事業用自動車の使用者又は事業用自動車を運行する者は、国土交通省令で定める技術上の基準により、１日１回、その運行の開始前において、灯火装置の点灯、制動装置の作動その他の日常的に点検すべき事項について、目視等により自動車を点検しなければならない。,○,事業用自動車の日常点検は、１日１回、運行開始前に目視等で行う。,h21_1_freight,218k_mk.pdf,choice_to_tf,checked,元の選択式過去問を選択肢ごとに○×化。
oa_past_500_163,h24_1_freight_q009,1,運行管理者試験,貨物,2,道路運送車両法関係,車両法・点検整備,登録自動車が滅失し、解体し（整備又は改造のために解体する場合を除く。）、又は自動車の用途を廃止したとき。,×,滅失、解体、用途廃止は抹消登録に関する事由である。,h24_1_freight,248k_ma.pdf,choice_to_tf,checked,元の選択式過去問を選択肢ごとに○×化。
oa_past_500_164,h21_1_freight_q012,2,運行管理者試験,貨物,2,道路運送車両法関係,記録・帳票,停止表示器材は、夜間200メートルの距離から走行用前照灯で照射した場合にその反射光を照射位置から確認できるものなど告示で定める基準に適合するものでなければならない。,○,停止表示器材の反射性能に関する記述として正しい。,h21_1_freight,218k_mk.pdf,choice_to_tf,checked,元の選択式過去問を選択肢ごとに○×化。
oa_past_500_165,h24_1_freight_q009,4,運行管理者試験,貨物,2,道路運送車両法関係,車両法・点検整備,登録自動車の所有者の氏名若しくは名称又は住所に変更があったとき。,×,所有者の氏名・住所の変更は変更登録の事由である。,h24_1_freight,248k_ma.pdf,choice_to_tf,checked,元の選択式過去問を選択肢ごとに○×化。
oa_past_500_166,h21_1_freight_q012,3,運行管理者試験,貨物,2,道路運送車両法関係,記録・帳票,貨物の運送の用に供する普通自動車であって、車両総重量が８トン以上又は最大積載量が５トン以上のものには、24時間以上の継続した時間内における当該自動車の瞬間速度等を自動的に記録することができるなど告示で定める基準に適合する運行記録計を備えなければならない。,○,一定の大型貨物自動車に運行記録計を備える必要がある。,h21_1_freight,218k_mk.pdf,choice_to_tf,checked,元の選択式過去問を選択肢ごとに○×化。
oa_past_500_167,h24_1_freight_q010,1,運行管理者試験,貨物,2,道路運送車両法関係,車両法・点検整備,自動車運送事業の用に供する自動車の自動車検査証は、当該自動車又は当該自動車の所属する営業所に備えなければならない。,×,自動車検査証は当該自動車に備え付ける必要があり、営業所に備えれば足りるものではないため誤りである。,h24_1_freight,248k_ma.pdf,choice_to_tf,checked,元の選択式過去問を選択肢ごとに○×化。
oa_past_500_168,h21_1_freight_q012,4,運行管理者試験,貨物,2,道路運送車両法関係,記録・帳票,方向指示器は、自動車が右左折又は進路の変更をすることを他の交通に示すことができ、かつ、その照射光線が他の交通を妨げないものとして、灯光の色、明るさ等に関し告示で定める基準に適合するものでなければならない。,○,方向指示器の基準に関する記述として正しい。,h21_1_freight,218k_mk.pdf,choice_to_tf,checked,元の選択式過去問を選択肢ごとに○×化。
oa_past_500_169,h24_1_freight_q012,4,運行管理者試験,貨物,2,道路運送車両法関係,車両法・点検整備,貨物の運送の用に供する普通自動車であって、車両総重量が５トン以上のものの後面には、所定の後部反射器を備えるほか、反射光の色、明るさ等に関し告示で定める基準に適合する大型後部反射器を備えなければならない。,×,大型後部反射器が必要なのは、貨物普通自動車で車両総重量７トン以上のもの等である。５トン以上とする点が誤りである。,h24_1_freight,248k_ma.pdf,choice_to_tf,checked,元の選択式過去問を選択肢ごとに○×化。
oa_past_500_170,h21_2_freight_q010,1,運行管理者試験,貨物,2,道路運送車両法関係,車両法・点検整備,自動車（検査対象外軽自動車及び小型特殊自動車を除く。）は、国土交通大臣の行う検査を受け、有効な自動車検査証の交付を受けているものでなければ、これを運行の用に供してはならない。,○,有効な自動車検査証の交付を受けていなければ、原則として運行の用に供してはならない。,h21_2_freight,223k_mk.pdf,choice_to_tf,checked,元の選択式過去問を選択肢ごとに○×化。
oa_past_500_171,h24_2_freight_q011,1,運行管理者試験,貨物,2,道路運送車両法関係,車両法・点検整備,国土交通大臣の行う自動車の検査は、新規検査、継続検査、臨時検査、予備検査の４種類である。,×,自動車の検査には構造等変更検査も含まれるため、４種類とする点が誤りである。,h24_2_freight,253k_mk.pdf,choice_to_tf,checked,元の選択式過去問を選択肢ごとに○×化。
oa_past_500_172,h21_2_freight_q010,2,運行管理者試験,貨物,2,道路運送車両法関係,車両法・点検整備,自動車検査証の有効期間の起算日は、当該自動車検査証を交付する日又は当該自動車検査証に有効期間を記入する日とする。ただし、自動車検査証の有効期間が満了する日の１ヵ月前から当該期間が満了する日までの間に継続検査を行い、当該自動車検査証に有効期間を記入する場合は、当該自動車検査証の有効期間が満了する日の翌日とする。,○,継続検査時の有効期間起算日に関する記述として正しい。,h21_2_freight,223k_mk.pdf,choice_to_tf,checked,元の選択式過去問を選択肢ごとに○×化。
oa_past_500_173,h24_2_freight_q011,2,運行管理者試験,貨物,2,道路運送車両法関係,車両法・点検整備,指定自動車整備事業者が交付した有効な保安基準適合標章を自動車に表示している場合であっても、当該自動車に自動車検査証を備え付けなければ、これを運行の用に供してはならない。,×,有効な保安基準適合標章を表示している場合は、自動車検査証を備え付けていなくても一定期間運行できるため誤りである。,h24_2_freight,253k_mk.pdf,choice_to_tf,checked,元の選択式過去問を選択肢ごとに○×化。
oa_past_500_174,h21_2_freight_q010,4,運行管理者試験,貨物,2,道路運送車両法関係,車両法・点検整備,検査標章は、国土交通省令で定める場合を除き、自動車の前面ガラスの内側に前方から見易いようにはりつけることによって表示するものとする。,○,検査標章は前面ガラスの内側に見やすく貼り付ける。,h21_2_freight,223k_mk.pdf,choice_to_tf,checked,元の選択式過去問を選択肢ごとに○×化。
oa_past_500_175,h24_2_freight_q011,4,運行管理者試験,貨物,2,道路運送車両法関係,車両法・点検整備,"初めて自動車検査証の交付を受ける車両総重量7,890キログラムの貨物の運送の用に供する自動車については、当該自動車検査証の有効期間は１年である。",×,"車両総重量7,890キログラムの貨物自動車の初回検査証有効期間は２年であり、１年とする点が誤りである。",h24_2_freight,253k_mk.pdf,choice_to_tf,checked,元の選択式過去問を選択肢ごとに○×化。
oa_past_500_176,h21_2_freight_q012,1,運行管理者試験,貨物,2,道路運送車両法関係,記録・帳票,"貨物の運送の用に供する普通自動車であって、最大積載量が4,250キログラムで車両総重量が9,190キログラムの自動車には、道路運送車両の保安基準に適合する運行記録計を備えなければならない。",○,車両総重量が８トン以上又は最大積載量５トン以上の普通貨物自動車には運行記録計が必要であり、設問車両は該当する。,h21_2_freight,223k_mk.pdf,choice_to_tf,checked,元の選択式過去問を選択肢ごとに○×化。
oa_past_500_177,h24_2_freight_q012,1,運行管理者試験,貨物,2,道路運送車両法関係,記録・帳票,車両総重量が20トン以上のセミトレーラをけん引するけん引自動車には、灯光の色が黄色であって点滅式の灯火を車体の上部の見やすい箇所に備えることができる。,×,黄色の点滅式灯火を備えることができる対象や要件の記述として不適切である。,h24_2_freight,253k_mk.pdf,choice_to_tf,checked,元の選択式過去問を選択肢ごとに○×化。
oa_past_500_178,h21_2_freight_q012,2,運行管理者試験,貨物,2,道路運送車両法関係,記録・帳票,自動車は、告示で定める方法により測定した場合において、長さ（セミトレーラにあっては、連結装置中心から当該セミトレーラの後端までの水平距離）12メートル、幅2.5メートル、高さ3.8メートルを超えてはならない。,○,自動車の長さ、幅、高さの制限に関する記述として正しい。,h21_2_freight,223k_mk.pdf,choice_to_tf,checked,元の選択式過去問を選択肢ごとに○×化。
oa_past_500_179,h24_2_freight_q012,2,運行管理者試験,貨物,2,道路運送車両法関係,記録・帳票,自動車の前面ガラス及び側面ガラス（告示で定める部分を除く。）は、フィルムが貼り付けられた場合、当該フィルムが貼り付けられた状態において、透明であり、かつ、運転者が交通状況を確認するために必要な視野の範囲に係る部分における可視光線の透過率が60％以上であることが確保できるものでなければならない。,×,前面ガラス等にフィルムを貼った場合の可視光線透過率は70パーセント以上が基準であり、60パーセント以上とする点が誤りである。,h24_2_freight,253k_mk.pdf,choice_to_tf,checked,元の選択式過去問を選択肢ごとに○×化。
oa_past_500_180,h21_2_freight_q012,4,運行管理者試験,貨物,2,道路運送車両法関係,記録・帳票,貨物の運送の用に供する普通自動車であって車両総重量が７トン以上のものの後面には、所定の後部反射器を備えるほか、反射光の色、明るさ等に関し告示で定める基準に適合する大型後部反射器を備えなければならない。,○,車両総重量７トン以上の貨物普通自動車には大型後部反射器が必要である。,h21_2_freight,223k_mk.pdf,choice_to_tf,checked,元の選択式過去問を選択肢ごとに○×化。
oa_past_500_181,h25_1_freight_q011,3,運行管理者試験,貨物,2,道路運送車両法関係,車両法・点検整備,自動車の使用者は、自動車検査証の記載事項について変更があったときは、法令で定める場合を除き、その事由があった日から30日以内に、当該事項の変更について、国土交通大臣が行う自動車検査証の記入を受けなければならない。,×,検査証記載事項の変更は原則15日以内であり、30日以内とする点が誤りである。,h25_1_freight,258k_mk.pdf,choice_to_tf,checked,元の選択式過去問を選択肢ごとに○×化。
oa_past_500_182,h22_1_freight_q010,2,運行管理者試験,貨物,2,道路運送車両法関係,車両法・点検整備,国土交通大臣は、一定の地域に使用の本拠の位置を有する自動車の使用者が、天災その他やむを得ない事由により、継続検査を受けることができないと認めるときは、当該地域に使用の本拠の位置を有する自動車の自動車検査証の有効期間を、期間を定めて伸長する旨を公示することができる。,○,天災等により継続検査を受けられない地域について、有効期間を伸長できる場合がある。,h22_1_freight,228k_mk.pdf,choice_to_tf,checked,元の選択式過去問を選択肢ごとに○×化。
