hub_a,hub_b,kind,similarity,slug_a,slug_b,title_a,title_b
mistakes.csv,mistakes.csv,similar,0.882,s32-kon-shuki-unten-mis,s33-kon-shuki-unten-mis,酒気帯び運転の典型誤答（手続確認）,酒気帯び運転の典型誤答（数値確認）
mistakes.csv,mistakes.csv,similar,0.900,s32-kon-ippan-tokutei-mis,s33-kon-ippan-tokutei-mis,一般貨物と特定貨物の典型誤答（手続確認）,一般貨物と特定貨物の典型誤答（数値確認）
mistakes.csv,mistakes.csv,similar,0.889,s34-kon-unkan-kanri-mis,s35-kon-unkan-kanri-mis,運行管理者制度の典型誤答（頻出整理）,運行管理者制度の典型誤答（基礎整理）
mistakes.csv,mistakes.csv,similar,0.889,s34-kon-unkan-kanri-mis,s37-kon-unkan-kanri-mis,運行管理者制度の典型誤答（頻出整理）,運行管理者制度の典型誤答（試験頻出）
mistakes.csv,mistakes.csv,similar,0.889,s34-kon-unkan-kanri-mis,s40-kon-unkan-kanri-mis,運行管理者制度の典型誤答（頻出整理）,運行管理者制度の典型誤答（深化整理）
mistakes.csv,mistakes.csv,similar,0.973,s34-kon-unkan-kanri-mis,s42-kon-unkan-kanri-mis,運行管理者制度の典型誤答（頻出整理）,運行管理者制度の典型誤答（頻出再整理）
mistakes.csv,mistakes.csv,similar,0.968,s34-kon-tenko-gimu-mis,s42-kon-tenko-gimu-mis,点呼義務の典型誤答（頻出整理）,点呼義務の典型誤答（頻出再整理）
mistakes.csv,mistakes.csv,similar,0.882,s34-kon-shuki-unten-mis,s35-kon-shuki-unten-mis,酒気帯び運転の典型誤答（頻出整理）,酒気帯び運転の典型誤答（基礎整理）
mistakes.csv,mistakes.csv,similar,0.882,s34-kon-shuki-unten-mis,s37-kon-shuki-unten-mis,酒気帯び運転の典型誤答（頻出整理）,酒気帯び運転の典型誤答（試験頻出）
mistakes.csv,mistakes.csv,similar,0.882,s34-kon-shuki-unten-mis,s40-kon-shuki-unten-mis,酒気帯び運転の典型誤答（頻出整理）,酒気帯び運転の典型誤答（深化整理）
mistakes.csv,mistakes.csv,similar,0.971,s34-kon-shuki-unten-mis,s42-kon-shuki-unten-mis,酒気帯び運転の典型誤答（頻出整理）,酒気帯び運転の典型誤答（頻出再整理）
mistakes.csv,mistakes.csv,similar,0.968,s34-kon-sokudo-kisei-mis,s42-kon-sokudo-kisei-mis,速度規制の典型誤答（頻出整理）,速度規制の典型誤答（頻出再整理）
mistakes.csv,mistakes.csv,similar,0.900,s34-kon-ippan-tokutei-mis,s35-kon-ippan-tokutei-mis,一般貨物と特定貨物の典型誤答（頻出整理）,一般貨物と特定貨物の典型誤答（基礎整理）
mistakes.csv,mistakes.csv,similar,0.900,s34-kon-ippan-tokutei-mis,s37-kon-ippan-tokutei-mis,一般貨物と特定貨物の典型誤答（頻出整理）,一般貨物と特定貨物の典型誤答（試験頻出）
mistakes.csv,mistakes.csv,similar,0.900,s34-kon-ippan-tokutei-mis,s40-kon-ippan-tokutei-mis,一般貨物と特定貨物の典型誤答（頻出整理）,一般貨物と特定貨物の典型誤答（深化整理）
mistakes.csv,mistakes.csv,similar,0.976,s34-kon-ippan-tokutei-mis,s42-kon-ippan-tokutei-mis,一般貨物と特定貨物の典型誤答（頻出整理）,一般貨物と特定貨物の典型誤答（頻出再整理）
mistakes.csv,mistakes.csv,similar,0.968,s34-kon-unko-kiroku-mis,s42-kon-unko-kiroku-mis,運行記録の典型誤答（頻出整理）,運行記録の典型誤答（頻出再整理）
mistakes.csv,mistakes.csv,similar,0.968,s34-kon-kyukei-kikan-mis,s42-kon-kyukei-kikan-mis,休息時間の典型誤答（頻出整理）,休息時間の典型誤答（頻出再整理）
mistakes.csv,mistakes.csv,similar,0.970,s34-kon-seibi-kanri-mis,s42-kon-seibi-kanri-mis,整備と運行の典型誤答（頻出整理）,整備と運行の典型誤答（頻出再整理）
mistakes.csv,mistakes.csv,similar,0.970,s34-kon-jigyoyo-kisei-mis,s42-kon-jigyoyo-kisei-mis,事業用規制の典型誤答（頻出整理）,事業用規制の典型誤答（頻出再整理）
mistakes.csv,mistakes.csv,similar,0.970,s34-kon-sennin-todoke-mis,s42-kon-sennin-todoke-mis,選任と届出の典型誤答（頻出整理）,選任と届出の典型誤答（頻出再整理）
mistakes.csv,mistakes.csv,similar,0.889,s35-kon-unkan-kanri-mis,s40-kon-unkan-kanri-mis,運行管理者制度の典型誤答（基礎整理）,運行管理者制度の典型誤答（深化整理）
mistakes.csv,mistakes.csv,similar,0.882,s35-kon-shuki-unten-mis,s40-kon-shuki-unten-mis,酒気帯び運転の典型誤答（基礎整理）,酒気帯び運転の典型誤答（深化整理）
mistakes.csv,mistakes.csv,similar,0.900,s35-kon-ippan-tokutei-mis,s40-kon-ippan-tokutei-mis,一般貨物と特定貨物の典型誤答（基礎整理）,一般貨物と特定貨物の典型誤答（深化整理）
mistakes.csv,mistakes.csv,similar,0.884,s38-kon-ippan-tokutei-mis,s43-kon-ippan-tokutei-mis,一般貨物と特定貨物の典型誤答（判例・ガイド）,一般貨物と特定貨物の典型誤答（ガイド更新）
mistakes.csv,mistakes.csv,similar,0.889,s39-kon-unkan-kanri-mis,s44-kon-unkan-kanri-mis,運行管理者制度の典型誤答（横断総合）,運行管理者制度の典型誤答（直前総合）
mistakes.csv,mistakes.csv,similar,0.882,s39-kon-shuki-unten-mis,s44-kon-shuki-unten-mis,酒気帯び運転の典型誤答（横断総合）,酒気帯び運転の典型誤答（直前総合）
mistakes.csv,mistakes.csv,similar,0.900,s39-kon-ippan-tokutei-mis,s44-kon-ippan-tokutei-mis,一般貨物と特定貨物の典型誤答（横断総合）,一般貨物と特定貨物の典型誤答（直前総合）
